player_id,name,ranking,weight,position,height,country_code,birthdate
p10039,Łukasz Maziak,,,Opposite,190,PL,4/11/1982
p100396,Mhamed Mifdal,,87,Middle-blocker,197,MA,6/3/1998
p1004,Marko Podraščanin TOP 100,33,92,Middle-blocker,204,,8/29/1987
p10040,Wojciech Pliński,,,Outside Hitter,190,PL,5/8/1982
p10041,Robert Kiwior,,,Setter,194,PL,5/12/1982
p10042,Michał Uliński,,,Opposite,199,PL,5/18/1982
p10043,Wojciech Pawłowski,4987,,Opposite,202,PL,5/25/1982
p10044,Marcin Laskowski,,,Outside Hitter,195,PL,6/3/1982
p10045,Łukasz Kałużny,,,Setter,187,PL,6/9/1982
p100454,Frank Craig,,,Outside Hitter,196,US,4/23/1993
p10046,Przemysław Golec,,,Setter,194,PL,6/22/1982
p100467,Fabio Di Fulvio,,,Middle-blocker,192,IT,8/12/1996
p10047,Łukasz Lamcha,,,Libero,182,PL,6/28/1982
p10048,Marcin Ciesielski,,,Outside Hitter,195,PL,7/9/1982
p100482,Yusuf Osama,,,,,EG,12/12/1990
p100485,Davide Perini,,,Outside Hitter,,IT,9/21/1995
p100487,Lorenzo Pieri,,,Libero,,IT,7/10/2000
p10049,Mariusz Neroj,,,Middle-blocker,197,PL,7/12/1982
p1005,Marko Samardžić TOP 1000,977,82,Libero,190,RS,2/22/1983
p10050,Michał Gańko,,,Middle-blocker,196,PL,7/24/1982
p100500,Davide Rosa,,,Middle-blocker,,IT,
p100501,Leonardo Sabbatini,,,Middle-blocker,,IT,
p100502,Tommaso Larizza,,,Setter,,IT,
p100503,Alessandro Giombini,,,Libero,,IT,
p100504,Mattia Sabbatini,,,Setter,,IT,
p100505,Samuele Gasparroni,,,Middle-blocker,,IT,
p100506,Ermal Ujkaj,,,Middle-blocker,,,
p100507,Francesco Terranova,,,Outside Hitter,,IT,
p100508,Marco Magini,,,Outside Hitter,,IT,
p100509,Marco Santini,,,Opposite,,IT,
p10051,Daniel Wilk,,,Opposite,199,PL,8/4/1982
p100510,Daniele Mellano,,,Middle-blocker,202,IT,4/11/2002
p100513,Yoon-Soo Lee,,,Outside Hitter,198,KR,9/15/2003
p100514,Seon-Gyu Kang,,,Libero,179,KR,8/11/2003
p100515,에디 Eddie,,,Outside Hitter,198,MN,12/21/1999
p100516,유하 Liu,,,Outside Hitter,198,CN,4/6/1999
p100517,Vassileios Tsarouchas,,,Opposite,195,GR,1/31/2002
p100519,Thanasis Lepouras,,,Setter,182,GR,11/29/1994
p10052,Marcin Kurzawa,,,Outside Hitter,191,PL,8/6/1982
p100520,Antonis Stafylopatis,,,Middle-blocker,193,GR,5/8/2002
p100526,Antonii Mitrev,,73,Middle-blocker,186,BG,10/17/2007
p10053,Tymoteusz Gajek,,,Setter,185,PL,8/30/1982
p100531,Enrico Menegazzo,,,Universal,,IT,
p100532,Giulio Tonon,,,Outside Hitter,,IT,
p100534,Damiano Tomba,,,Outside Hitter,,IT,
p100535,Gianluca Paron,,,Setter,,IT,
p100536,Andrea Faggion,,,Middle-blocker,,IT,
p100538,Daniele Tomatis,,,,,IT,
p10054,Dmitro Vdovin,,,Outside Hitter,207,UA,9/5/1982
p10055,Maciej Kosmol,,,Libero,190,PL,9/22/1982
p100559,Jay Magus,,,Universal,196,CA,5/29/1971
p10056,Adam Kurian,6611,,Opposite,202,PL,10/7/1982
p10057,Damian Dulanowski,,,Middle-blocker,191,PL,10/11/1982
p10058,Milan Mizerák,5244,89,Middle-blocker,199,SK,10/27/1982
p10059,Maciej Alancewicz,6400,,Outside Hitter,192,PL,12/7/1982
p1006,Mihajlo Mitić TOP 1000,789,90,Setter,201,RS,9/17/1990
p10060,Łukasz Wołek,,,Middle-blocker,194,PL,12/27/1982
p100608,Filippo Monelli,,,Libero,,IT,
p10061,Łukasz Augusatynowicz,,,Setter,186,PL,1/1/1983
p10062,Adrian Milczarek,,,Opposite,197,PL,1/1/1983
p10063,Andrzej Bagniuk,,,Outside Hitter,186,PL,1/1/1983
p100631,Aurélien Garin,,,Setter,180,FR,3/19/1982
p100632,Loïc Clauzel,,,Outside Hitter,188,FR,5/2/1987
p100633,Rémi Dardanelli,,,Opposite,183,FR,5/10/1986
p100634,Martial Nivan,,,Setter,183,FR,6/9/1987
p100638,Innocent Elok,,,Universal,,UG,
p10064,Bartosz Celoch,,,Setter,186,PL,1/1/1983
p100640,Zachary Meyer,,90,Outside Hitter,195,US,9/5/1997
p100641,Oscar Giménez,,82,Middle-blocker,191,PY,4/5/2007
p100642,Noah Taitano,,93,Opposite,194,US,11/7/1998
p10065,Kacper Gonder,,,Middle-blocker,195,PL,1/1/1983
p10066,Jakub Kubiakowicz,,,Outside Hitter,184,PL,1/1/1983
p100664,José Alfonzo Torrealba Sequera,,77,Opposite,190,VE,9/24/2004
p10067,Krzysztof Stęplewski,,,Middle-blocker,198,PL,1/1/1983
p10068,Przemysław Kromulski,,,Middle-blocker,195,PL,1/1/1983
p10069,Wojciech Wejman,,,Libero,178,PL,1/1/1983
p1007,Milan Celić,5243,93,Middle-blocker,201,RS,8/8/1987
p10070,Leszek Waściński,,,Opposite,190,PL,1/1/1983
p10071,Paweł Onoszko,,,Outside Hitter,184,PL,1/1/1983
p100715,Dale Starr,,,Setter,,US,
p10072,Jakub Chojecki,,,Middle-blocker,193,PL,1/1/1983
p10073,Przemysław Przyborowski,,,Middle-blocker,196,PL,1/1/1983
p100736,Gabriele Coletti,,,Middle-blocker,,IT,
p10074,Mariusz Prokopowicz,,,Middle-blocker,196,PL,1/1/1983
p100748,Daniele Torregiani,,,Opposite,,IT,
p100749,Lorenzo Dignani,,,Libero,,IT,
p10075,Piotr Żuber,,,Middle-blocker,200,PL,1/1/1983
p100752,Thomas Alessandrini,,,Outside Hitter,,IT,
p100758,Matthew Proper,,,Outside Hitter,201,US,10/20/1983
p10076,Rafał Szabat,,,Setter,186,PL,1/1/1983
p100761,Alessandro Stella,,,Opposite,,IT,
p100762,Riccardo Cremascoli,,,Setter,,IT,
p100763,Giovanni Chiarini,,,Outside Hitter,,IT,
p100764,Matteo Chiarini,,,Outside Hitter,,IT,
p100765,Daniele Gatto,,,Setter,,IT,
p100766,Mattia Lucarini,,,Outside Hitter,,IT,
p100767,Lorenzo Palazzesi,,,Opposite,,IT,
p100768,Davide Casini,,,Middle-blocker,,IT,
p100769,Federico Morazzini,,,Outside Hitter,,IT,
p10077,Witold Winiarczyk,,,Opposite,200,PL,1/1/1983
p100772,Leonardo Velotta,,,Middle-blocker,,IT,
p100773,Lorenzo Chioffi,,,Outside Hitter,,IT,
p100774,Luca Lai,,,Opposite,,IT,
p100775,Andrea Leccis,,,Middle-blocker,,IT,
p10078,Arkadiusz Męczyński,,,Middle-blocker,198,PL,1/1/1983
p100781,Mitchell Newman,,,Outside Hitter,196,CA,5/31/1999
p100787,Daniel Genovesi,,,Middle-blocker,,IT,
p100788,Alex Schiaroli,,,Libero,,IT,
p100789,Amos Vignaroli,,,Middle-blocker,,IT,
p10079,Grzegorz Miczołek,,,Outside Hitter,189,PL,1/1/1983
p100790,Jacopo Di Martino,,,Opposite,,IT,
p100791,Lorenzo Di Nisio,,,Opposite,,IT,
p100792,Marco Caciorgna,,,Outside Hitter,,IT,
p100793,Filippo Sparaci,,,Libero,,IT,
p1008,Milan Rasić,1139,86,Middle-blocker,205,RS,2/2/1985
p10080,Krzysztof Cisło,,,Outside Hitter,196,PL,1/1/1983
p100801,Gabriel Negrão,,,Outside Hitter,190,BR,1/1/2005
p100802,Yan Patrick Bonfim,,,Middle-blocker,206,BR,1/1/2006
p10081,Paweł Pasek,,,Opposite,196,PL,1/1/1983
p10082,Rafał Poprawa,,,Middle-blocker,198,PL,1/1/1983
p10083,Miłosz Majka,,,Libero,194,PL,1/1/1983
p10084,Marek Wendykier,,,Outside Hitter,194,PL,1/1/1983
p100849,Nikolay Polikarpov,,87,Outside Hitter,193,RU,12/7/1993
p10085,Bartłomiej Walczak,,,,,PL,1/1/1983
p100851,Matteo Ridolfi,,,Middle-blocker,,IT,
p100852,Riccardo Pinzani,,,Libero,,IT,
p100853,Lorenzo Verdecchia,,,Outside Hitter,,IT,
p100855,Fabrizio Andreatta,,,Outside Hitter,,IT,
p100856,Andrea Consani,,,Opposite,,IT,
p100858,Luca Riposati,,,Setter,,IT,
p100859,Cristian Cannella,,,Libero,,IT,
p10086,Artur Żaba,,,Middle-blocker,202,PL,1/1/1983
p100866,Giovanni Camilletti,,,Opposite,,IT,
p100867,Leonardo Montacci,,,Middle-blocker,,IT,
p100869,Emanuele Pitocchi,,,Middle-blocker,,IT,
p10087,Adam Zieliński,,,Libero,190,PL,1/1/1983
p100871,Francesco Cesari,,,Libero,,IT,
p100875,Martin Berger,,,Middle-blocker,205,IT,4/3/2003
p10088,Maciej Dłuski,,,Outside Hitter,190,PL,1/1/1983
p100882,ünal Ergün,,70,Setter,190,TR,4/28/2005
p100885,Dario Sansonetti,,,Outside Hitter,194,IT,12/9/1976
p100887,Lorenzo Ferretti,,,Middle-blocker,,IT,
p100888,David Rossi,,,Libero,,IT,
p100889,Luca Grassini,,,Middle-blocker,,IT,
p10089,Szymon Sokołowski,,,Setter,185,PL,1/1/1983
p100890,Lorenzo Fruet,,,Outside Hitter,,IT,
p100891,Andrea Zambelli,,,Setter,176,IT,2/4/1955
p100893,Alessandro Polidori,,,Outside Hitter,193,IT,3/8/1989
p100895,Marco Ferraro,,,Libero,188,IT,11/3/1987
p100896,Giacomo Arcangeli,,,Outside Hitter,191,IT,3/3/1989
p100898,Massimo Pasquantonio,,,Setter,180,IT,12/2/2000
p100899,Daniele Servettini,,,Middle-blocker,197,IT,9/19/1989
p1009,Miloš Vemić,1286,94,Outside Hitter,203,RS,3/8/1987
p10090,Jan Rzadkowski,,100,Middle-blocker,200,PL,4/6/1983
p100900,Diego Staccini,,,Outside Hitter,190,IT,2/13/1981
p100901,Lorenzo Dazzini,,,Libero,175,IT,12/23/2003
p100902,Marco Corzani,,,Middle-blocker,189,IT,4/25/1989
p100903,Federico Padella,,,Middle-blocker,198,IT,4/16/1990
p100904,Alberto Tini,,,Opposite,190,IT,10/30/1993
p100905,Luigi Cappannelli,,,Middle-blocker,194,IT,6/30/1998
p100906,Nicola Novelli,,,Opposite,,IT,12/20/1999
p100907,Tommaso Lopresti,,,Setter,,IT,2/5/1999
p10091,Adel Mouelhi,,,Setter,184,TN,1/1/1983
p100911,Federico Mondaini,,,Outside Hitter,,IT,
p100912,Lorenzo Oliva,,,Middle-blocker,,IT,
p100914,Marco Zaccaria,,,Setter,,IT,
p100915,Matteo Vergassola,,,Outside Hitter,,IT,
p100916,Stefano Pierro,,,Opposite,188,IT,1/27/1993
p10092,Bartłomiej Szczypczyki,,,Setter,189,PL,1/1/1983
p100922,Massimo Colapietro,,,Outside Hitter,,IT,
p100924,Alessandro Nitti,,,Opposite,,IT,
p100925,Vincenzo Mangini,,,Outside Hitter,,IT,
p100926,Alessio Omaggi,,,Middle-blocker,200,IT,4/10/2001
p100928,Giotto Tiraboschi,,,Libero,,IT,
p10093,Roman Rudziński,,,Libero,186,PL,1/1/1983
p100933,Diego Bizzarri,,,Middle-blocker,,IT,
p100934,Jacopo Angeli,,,Outside Hitter,,IT,
p100936,Simone Clementi,,,Outside Hitter,,IT,
p100937,Lorenzo Bugari,,,Libero,,IT,
p100939,Filippo Giustini,,,Outside Hitter,188,IT,6/5/2001
p10094,Szymon Lange,,,Middle-blocker,192,PL,1/1/1983
p100940,Francesco Trappetti,,,Libero,179,IT,9/17/1992
p100942,Francesco Diamanti,,,Middle-blocker,195,IT,1/6/1999
p100943,Federico Grilli,,,Outside Hitter,180,IT,3/24/2001
p100944,Nicolò Faba,,,Middle-blocker,195,IT,10/10/2003
p100945,Damiano Lupi,,,Libero,175,IT,8/13/2003
p100946,Andrea Stambuco,,,Setter,175,IT,7/12/2002
p100947,Marco Mariani,,,Opposite,,IT,
p100948,Francesco Martinelli,,,Opposite,190,IT,6/7/2000
p100949,Miodrag Noveski,,,Middle-blocker,192,,2/18/2000
p10095,Sebastian Wanat,,,Setter,192,PL,1/1/1983
p100951,Donat Zaimi,,,Libero,175,RO,8/5/2001
p100953,Leonardo Conti,,,Outside Hitter,195,IT,7/13/2002
p100954,Luca Maracchia,,,Opposite,198,IT,4/1/1996
p100955,Stavri Mele,,,Setter,194,IT,6/3/1999
p100958,Davide Caldirola,,,Outside Hitter,,IT,
p10096,Andrew Pink,,86,Outside Hitter,192,GB,1/1/1983
p100961,Manuele Pizzini,,,Outside Hitter,,IT,
p100962,Armando Pisano,,,Middle-blocker,,IT,
p100963,Alessandro Perilli,,,Opposite,,IT,
p100964,Mario Librizzi,,,Setter,,IT,
p100965,Roberto Marcone,,,Setter,,IT,
p10097,Peter Dohnal,,,Libero,173,,1/3/1983
p100970,Raphael Ossart,,,Setter,,FR,
p10098,Zbigniew Żurek,,,Outside Hitter,187,PL,1/12/1983
p10099,Łukasz Wajda,,,Setter,182,PL,1/16/1983
p100990,Mpofu Khanyile,,76,Universal,185,ZW,1/29/2001
p100996,Max Ryltenius,,75,Universal,184,SE,9/20/2003
p1010,Miloš Nikić TOP 500,429,79,Outside Hitter,194,RS,3/31/1986
p10100,Roman Gulczyński,,,Opposite,194,PL,1/22/1983
p10101,Maciej Leński,,,Setter,187,PL,1/31/1983
p10102,Paweł Kopaczel,,,Outside Hitter,195,PL,2/11/1983
p10103,Krzysztof Bas,,,Opposite,196,PL,2/25/1983
p10104,Tomasz Biryło,,90,Opposite,193,PL,2/26/1983
p101044,Yasushi Furukawa,,,Setter,181,JP,5/28/1961
p101045,Hideyuki Otake,,,Middle-blocker,208,JP,7/16/1967
p101046,Katsumi Oda,,,Middle-blocker,198,JP,5/6/1952
p10105,Paweł Mazowski,7026,,Outside Hitter,194,PL,3/2/1983
p10106,Artur Kabziński,,,Outside Hitter,192,PL,3/2/1983
p101066,Roberto Mastrangelo,,,Setter,188,IT,8/4/1988
p101067,Mohamed Azaz El Said,,,Outside Hitter,195,,8/29/2006
p101068,Matteo Galliani,,,Setter,180,IT,2/28/2004
p101069,Stefano Guolla,,,Opposite,192,IT,3/2/2002
p10107,Grzegorz Pietkiewicz,6924,,Setter,189,PL,3/11/1983
p101070,Jacopo Ravellino,,,Libero,178,IT,7/27/2003
p101071,Stefano Giusto,,,Outside Hitter,182,IT,3/20/2003
p101073,Alberto Parise,,,Middle-blocker,192,IT,10/2/2003
p101074,Keyvan Karimi,,,Opposite,192,,10/20/2004
p101075,Roberto Trinchero,,,Setter,182,IT,4/2/2003
p10108,Sirianis Hernández,4599,,Outside Hitter,198,CU,3/14/1983
p101085,Rafał Putkowski,,,Middle-blocker,197,PL,
p10109,Konrad Prusakowski,,,Middle-blocker,201,PL,3/17/1983
p1011,Miloš Stojković,4870,92,Outside Hitter,200,RS,5/17/1987
p10110,Tomasz Potopa,,,Setter,189,PL,3/24/1983
p10111,Dariusz Krajewski,,,Setter,180,PL,3/25/1983
p101115,Rodrigo Jiménez Abeytua,,,Libero,180,ES,4/26/2005
p10112,Maciej Główczyński,,,Middle-blocker,199,PL,3/26/1983
p101124,Deceanu Stefan,,52,Setter,171,RO,2/5/2008
p101126,Francesco Barretta,,,Outside Hitter,193,IT,2/25/2005
p101127,Giuseppe Martino,,,Middle-blocker,198,IT,11/15/2003
p101128,Edoardo Lanci,,,Setter,188,IT,12/3/2005
p101129,Matteo Cieslak,,,Middle-blocker,206,IT,4/20/2003
p10113,Rafael De Souza Lins,3225,87,Outside Hitter,193,BR,4/1/1983
p10114,Paweł Raniszewski,,,Outside Hitter,195,PL,4/11/1983
p101146,Alexander Alexakis,,88,Middle-blocker,203,GR,4/19/2000
p10115,Paweł Kolec,,,Outside Hitter,191,PL,4/22/1983
p10116,Łukasz Murdzia,,,Outside Hitter,186,PL,6/6/1983
p10117,Zbigniew Ziajka,,,Outside Hitter,192,PL,7/2/1983
p101170,Jonathan Cardenes Arocha,,,Outside Hitter,185,ES,6/19/1985
p101171,Maciej Klemczak,,63,Setter,172,PL,5/9/2006
p10118,Marcin Kozioł,,,Outside Hitter,195,PL,7/4/1983
p10119,Sławomir Master,,,Setter,204,,8/18/1983
p101194,Enrico Casagrande,,73,Setter,175,,11/4/2004
p1012,Miloš Terzić,1193,88,Outside Hitter,202,RS,6/13/1987
p10120,Bartłomiej Wojnowski,,,Setter,185,PL,8/23/1983
p101200,Hermes Balla,,,Outside Hitter,175,AL,8/17/2006
p101201,Serxhio Bardhollari,,,Outside Hitter,172,AL,2/10/2005
p101202,Daniel Bomi,,,Libero,166,AL,12/23/2005
p101203,Domenik Bonati,,,Setter,170,AL,10/22/2005
p101204,Ardian Daku,,,Libero,160,AL,12/5/2005
p101205,Spiro Frashëri,,,Opposite,180,AL,7/27/2005
p101206,Kristi Gjona,,,Libero,174,AL,9/26/2005
p101207,Donald Manka,,,Libero,166,AL,6/24/2005
p101208,Flavjo Mexhaj,,,Libero,161,AL,1/30/2008
p101209,Markelo Qosja,,,Middle-blocker,182,AL,5/21/2005
p10121,Grzegorz Klimek,,,Outside Hitter,190,PL,8/26/1983
p101210,Michel Tabaku,,,Outside Hitter,185,AL,5/16/2006
p101211,Gledi Tafaj,,,Setter,172,AL,9/28/2006
p101212,Erind Vora,,,Outside Hitter,180,AL,12/19/2005
p101219,Nils Arvay,,,Outside Hitter,195,AT,4/19/2005
p10122,Marek Kiebało,,,Opposite,191,PL,8/29/1983
p101220,Lukas Freitag,,,Libero,170,AT,11/18/2006
p101221,Paul Kiss,,,Libero,165,AT,11/7/2005
p101222,Samuel Kremser,,,Setter,180,AT,5/15/2005
p101223,Tobias Pfoser,,,Middle-blocker,191,AT,3/4/2005
p101224,Fabian Scheikl,,,Setter,178,AT,9/26/2005
p101225,Lukas Writz,,,Outside Hitter,182,AT,3/2/2006
p101226,Konstantin Diankov,,,Middle-blocker,,AT,6/24/2006
p101227,Felix Gruber,,,Middle-blocker,,AT,1/9/2006
p101228,Liam Hunger,,,Outside Hitter,,AT,11/30/2005
p101229,Felix Kastner,,,Libero,,AT,4/16/2005
p10123,Piotr Biliński,,,Setter,175,PL,11/11/1983
p101230,Rafael Meier,,,Setter,182,AT,7/9/2006
